"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"Anwahl Batterie Überwachung: 0=aus, 1=ein";"Anwahl Batterie Überwachung: 0=aus, 1=ein";""
"Messtaster Zeit Blasluft in sec";"Messtaster Zeit Blasluft in sec";""
"Messtaster: Maximaler Vorschub/Eilgang [m/min]";"Messtaster: Maximaler Vorschub/Eilgang [m/min]";""
"Temperaurkompensation Maximaler Wert in [mm]";"Temperaurkompensation Maximaler Wert in [mm]";""
"Werkzeugbruch: Abblaszeit";"Werkzeugbruch: Abblaszeit";""
"Temp.-Komp.: Einlesen Temp. Wert [s]";"Temp.-Komp.: Einlesen Temp. Wert [s]";""
"Temp.-Komp.: Glattung Temp. Wert [s]";"Temp.-Komp.: Glattung Temp. Wert [s]";""
"WZW: Überwachungszeit Türbewegung [s]";"WZW: Überwachungszeit Türbewegung [s]";""
"WZW: Überwachungszeit Hubbewegung [s]";"WZW: Überwachungszeit Hubbewegung [s]";""
"WZW: Überwachungszeit Greiferbewegung [s]";"WZW: Überwachungszeit Greiferbewegung [s]";""
"WZW: Überwachungszeit Kegelreinigungsbewegung [s]";"WZW: Überwachungszeit Kegelreinigungsbewegung [s]";""
"WZW: Überwachungszeit Verriegelungsbewegung [s]";"WZW: Überwachungszeit Verriegelungsbewegung [s]";""
"Kühlmittelanlage: Zeit bis Füllstandschalter wieder 0 wird [s] 0=aus";"Kühlmittelanlage: Zeit bis Füllstandschalter wieder 0 wird [s] 0=aus";""
"Hydraulik: Maximale Zeit bis Druck aufgebaut sein muss [s]";"Hydraulik: Maximale Zeit bis Druck aufgebaut sein muss [s]";""
"I_184: Druckvorgabe für Vorrichtung öffnen (initial: 150bar)";"I_184: Druckvorgabe für Vorrichtung öffnen (initial: 150bar)";""
"I_185: Druckvorgabe für Rückschlag-Ventil öffnen (initial: 100bar)";"I_185: Druckvorgabe für Rückschlag-Ventil öffnen (initial: 100bar)";""
"I_186: Verzögerungszeit ""Spannstelle gespannt"" in [100ms] (initial: 5)";"I_186: Verzögerungszeit ""Spannstelle gespannt"" in [100ms] (initial: 5)";""
"I_187: Laufzeit ""Rückschlag-Ventil öffnen"" in [100ms] (initial: 10)";"I_187: Laufzeit ""Rückschlag-Ventil öffnen"" in [100ms] (initial: 10)";""
"Konfiguration M20/M21: 0-4";"Konfiguration M20/M21: 0-4";""
"Anwahl Ausgabe M80-M89 M-Funktionen: 0=Ausgabe BCD, 1=separat";"Anwahl Ausgabe M80-M89 M-Funktionen: 0=Ausgabe BCD, 1=separat";""
"Konfiguration M80 (4 Dekaden)";"Konfiguration M80 (4 Dekaden)";""
"Konfiguration M81 (4 Dekaden)";"Konfiguration M81 (4 Dekaden)";""
"Konfiguration M82 (4 Dekaden)";"Konfiguration M82 (4 Dekaden)";""
"Konfiguration M83 (4 Dekaden)";"Konfiguration M83 (4 Dekaden)";""
"Konfiguration M84 (4 Dekaden)";"Konfiguration M84 (4 Dekaden)";""
"Konfiguration M85 (4 Dekaden)";"Konfiguration M85 (4 Dekaden)";""
"Konfiguration M86 (4 Dekaden)";"Konfiguration M86 (4 Dekaden)";""
"Konfiguration M87 (4 Dekaden)";"Konfiguration M87 (4 Dekaden)";""
"Konfiguration M88 (4 Dekaden)";"Konfiguration M88 (4 Dekaden)";""
"Konfiguration M89 (4 Dekaden)";"Konfiguration M89 (4 Dekaden)";""
"PLC-MaschinenDatum (max=50) Beginn MD145012 USER_DATA_HEX [0] => DB20.DBX400.0 ";"PLC-MaschinenDatum (max=50) Beginn MD145012 USER_DATA_HEX [0] => DB20.DBX400.0 ";""
"Abwahl 1.Achse: 1=ein, 0=aus";"Abwahl 1.Achse: 1=ein, 0=aus";""
"Abwahl 2.Achse: 1=ein, 0=aus";"Abwahl 2.Achse: 1=ein, 0=aus";""
"Abwahl 3.Achse: 1=ein, 0=aus";"Abwahl 3.Achse: 1=ein, 0=aus";""
"Abwahl 4.Achse: 1=ein, 0=aus";"Abwahl 4.Achse: 1=ein, 0=aus";""
"Abwahl 5.Achse: 1=ein, 0=aus";"Abwahl 5.Achse: 1=ein, 0=aus";""
"Abwahl 6.Achse: 1=ein, 0=aus";"Abwahl 6.Achse: 1=ein, 0=aus";""
"Abwahl 7.Achse: 1=ein, 0=aus";"Abwahl 7.Achse: 1=ein, 0=aus";""
"Abwahl 8.Achse: 1=ein, 0=aus";"Abwahl 8.Achse: 1=ein, 0=aus";""
"Abwahl 9.Achse: 1=ein, 0=aus";"Abwahl 9.Achse: 1=ein, 0=aus";""
"Abwahl 10.Achse: 1=ein, 0=aus";"Abwahl 10.Achse: 1=ein, 0=aus";""
"Abwahl 11.Achse: 1=ein, 0=aus";"Abwahl 11.Achse: 1=ein, 0=aus";""
"Abwahl 12.Achse: 1=ein, 0=aus";"Abwahl 12.Achse: 1=ein, 0=aus";""
"Abwahl 13.Achse: 1=ein, 0=aus";"Abwahl 13.Achse: 1=ein, 0=aus";""
"Abwahl 14.Achse: 1=ein, 0=aus";"Abwahl 14.Achse: 1=ein, 0=aus";""
"Keine Typ-Einschränkung für Drehrichtung Werkzeugwechsler";"Keine Typ-Einschränkung für Drehrichtung Werkzeugwechsler";""
"Filterüberwachung Hochdruckpumpe";"Filterüberwachung Hochdruckpumpe";""
"Anwahl Messystem 1.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 1.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 2.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 2.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 3.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 3.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 4.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 4.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 5.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 5.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 6.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 6.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 7.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 7.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 8.Achse: 0=indirekt, 1=direkt";"Anwahl Messystem 8.Achse: 0=indirekt, 1=direkt";""
"Anwahl Messystem 9.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 9.Achse: 0=indirekt, 1=direkt ";""
"Anwahl Messystem 10.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 10.Achse: 0=indirekt, 1=direkt ";""
"Anwahl Messystem 11.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 11.Achse: 0=indirekt, 1=direkt ";""
"Anwahl Messystem 12.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 12.Achse: 0=indirekt, 1=direkt ";""
"IKZ Werkzeuge ausblasen bei WZW-Start";"IKZ Werkzeuge ausblasen bei WZW-Start";""
"Informationen für SERVICE & MONTAGE";"Informationen für SERVICE & MONTAGE";""
"Anwahl Achsentest: 0=aus, 1=ein";"Anwahl Achsentest: 0=aus, 1=ein";""
"Anwahl Shopmill: 0=aus, 1=ein";"Anwahl Shopmill: 0=aus, 1=ein";""
"Spindeltasten 0: linke Taste->linkslauf rechte Taste-->rechtslauf 1: anderstrum";"Spindeltasten 0: linke Taste->linkslauf rechte Taste-->rechtslauf 1: anderstrum";""
"Einrichtbetrieb (gebrückte Türen)";"Einrichtbetrieb (gebrückte Türen)";""
"Verriegeln der Taste TO-Frame: 0=ein, 1=aus";"Verriegeln der Taste TO-Frame: 0=ein, 1=aus";""
"Safety Inbetriebnahme: 0=aus, 1=ein";"Safety Inbetriebnahme: 0=aus, 1=ein";""
"Option Safety ist eingebaut";"Option Safety ist eingebaut";""
"Fusstaster für Wz-Spanner";"Fusstaster für Wz-Spanner";""
"Um bei der Safetyabnahme auch bei offener Türe die Voschubfreigabe zu haben";"Um bei der Safetyabnahme auch bei offener Türe die Voschubfreigabe zu haben";""
"PNOTZMULTI eingebaut";"PNOTZMULTI eingebaut";""
"Anwahl Abstandkodiertes Messsystem 0=aus, 1=ein";"Anwahl Abstandkodiertes Messsystem 0=aus, 1=ein";""
"Option Greifer 2 entriegeln pneumatisch";"Option Greifer 2 entriegeln pneumatisch";""
"Spindelklemmposition (Hirthverzahnung) muss ungerade sein";"Spindelklemmposition (Hirthverzahnung) muss ungerade sein";""
"Option Freifahren ohne Referenzpunkt";"Option Freifahren ohne Referenzpunkt";""
"Kabinentuer entriegeln bei M30";"Kabinentuer entriegeln bei M30";""
"Kabinentuer entriegeln bei M0, M1";"Kabinentuer entriegeln bei M0, M1";""
"Kabinentuer entriegeln bei M61 und M62";"Kabinentuer entriegeln bei M61 und M62";""
"Kabinentuer entriegeln bei M2";"Kabinentuer entriegeln bei M2";""
"Kabinentüre links nicht vorhanden(True) :BMW_DMU160P";"Kabinentüre links nicht vorhanden(True) :BMW_DMU160P";""
"Kabinentüren gebrückt während IBN";"Kabinentüren gebrückt während IBN";""
"Trittrost angebaut (DMU160): 0=aus 1=ein";"Trittrost angebaut (DMU160): 0=aus 1=ein";""
"Kabinentuer automatisch verriegeln";"Kabinentuer automatisch verriegeln";""
"Mannlose Schicht";"Mannlose Schicht";""
"Feierabendabschaltung";"Feierabendabschaltung";""
"Fehlerreaktion (Meldung oder SPI_VORSCHUB_HALT) ";"Fehlerreaktion (Meldung oder SPI_VORSCHUB_HALT) ";""
"Freischaltung Voller Fahrbereich M59";"Freischaltung Voller Fahrbereich M59";""
"0: 6-te Achse nach Hochlauf aktiv auf Plus/Minus Taste  1: 5-te Achse ";"0: 6-te Achse nach Hochlauf aktiv auf Plus/Minus Taste  1: 5-te Achse ";""
"Verhalten Stange 0: alt -> ohne Richtung 1: neu -> mit Richtung bei Rundachse";"Verhalten Stange 0: alt -> ohne Richtung 1: neu -> mit Richtung bei Rundachse";""
"Option Drehmomentstütze Blasluft";"Option Drehmomentstütze Blasluft";""
"Option Siemens-WZRegal angewählt";"Option Siemens-WZRegal angewählt";""
"WZW: Muss der UGP Belegt sein 0=aus, 1=ein";"WZW: Muss der UGP Belegt sein 0=aus, 1=ein";""
"Anwahl WZ-Spanner loesen in BA Manual: 0=aus, 1=ein";"Anwahl WZ-Spanner loesen in BA Manual: 0=aus, 1=ein";""
"Option Beladen Entladen quittieren";"Option Beladen Entladen quittieren";""
"WZW: Anwahl WZ Vorbereiten";"WZW: Anwahl WZ Vorbereiten";""
"Magazin: Anfahrrichtung Referieren: 0=negativ 1=positiv ";"Magazin: Anfahrrichtung Referieren: 0=negativ 1=positiv ";""
"WZW Start vom Schwenken nach Horizonzal/Vertikal: 0=auf Vorpos., 1=beim Fahren";"WZW Start vom Schwenken nach Horizonzal/Vertikal: 0=auf Vorpos., 1=beim Fahren";""
"WZV: Quittierung nach öffnen der Tür, 0=aus 1=ein";"WZV: Quittierung nach öffnen der Tür, 0=aus 1=ein";""
"Geregeltes Magazin: Leistung bei offener Kabinentür";"Geregeltes Magazin: Leistung bei offener Kabinentür";""
"PW: Anwahl Permanent Pumpen Hydraulik";"PW: Anwahl Permanent Pumpen Hydraulik";""
"PW: Anwahl Ausgabe Fehler bei fehlender Freigabe: 0=Fehler, 1=Meldung";"PW: Anwahl Ausgabe Fehler bei fehlender Freigabe: 0=Fehler, 1=Meldung";""
"PW: 200er nur mit 1er Palette";"PW: 200er nur mit 1er Palette";""
"Pal.Verwaltung: Spannhydraulik RP gespannt wird immer überwacht ";"Pal.Verwaltung: Spannhydraulik RP gespannt wird immer überwacht ";""
"Pal-Speicher: Anwahl Folgebearbeitung";"Pal-Speicher: Anwahl Folgebearbeitung";""
"Pal-Speicher: keine Palettenwechselfreigabe bei offener Rüstplatz Türe";"Pal-Speicher: keine Palettenwechselfreigabe bei offener Rüstplatz Türe";""
"Pal-Speicher: keine Palettenüberwachung bei Rundspeicher, Transporter belegt/ni";"Pal-Speicher: keine Palettenüberwachung bei Rundspeicher, Transporter belegt/ni";""
"Pal-Speicher: 1: nach Störung wird Auto Betr. Palette gewechselt 0: nicht gewe ";"Pal-Speicher: 1: nach Störung wird Auto Betr. Palette gewechselt 0: nicht gewe ";""
"Ausgang Programm Ende: 0=Impuls, 1=Statisch bis Reset, Start";"Ausgang Programm Ende: 0=Impuls, 1=Statisch bis Reset, Start";""
"Magazin: Neue Zweihandbedienung für Verfahren Werkzeugmagazin mit Knebeltaster";"Magazin: Neue Zweihandbedienung für Verfahren Werkzeugmagazin mit Knebeltaster";""
"Kompensation B-Achse Klemmung Auf: 1: Komp Ein 0:Komp Aus ";"Kompensation B-Achse Klemmung Auf: 1: Komp Ein 0:Komp Aus ";""
"CQ:A-Achse verfahrbar, wenn Greifer zu: 0: nicht verfahrbar, 1: verfahrbar     ";"CQ:A-Achse verfahrbar, wenn Greifer zu: 0: nicht verfahrbar, 1: verfahrbar     ";""
"Freifahren deaktiviert wenn kein Wechsel";"Freifahren deaktiviert wenn kein Wechsel";""
"Stangenlader: Pneumatiküberwachung aktivieren";"Stangenlader: Pneumatiküberwachung aktivieren";""
"M46: Rückzug auf Ebene 0=aus, 1=ein";"M46: Rückzug auf Ebene 0=aus, 1=ein";""
"M46: Rückzug Y bei M46, 0=aus, 1=ein";"M46: Rückzug Y bei M46, 0=aus, 1=ein";""
"WZW DMU160: Anwahl freifahren WZW-Achse bei Dach Auf 0=aus, 1=ein";"WZW DMU160: Anwahl freifahren WZW-Achse bei Dach Auf 0=aus, 1=ein";""
"WZW DMU160: Anwahl freifahren WZW-Achse bei Klappe Auf 0=aus 1=ein";"WZW DMU160: Anwahl freifahren WZW-Achse bei Klappe Auf 0=aus 1=ein";""
"Incrementtasten auf MSST werden ausgeblended";"Incrementtasten auf MSST werden ausgeblended";""
"PW:Palettenwechsel bei DMU200P Ohne Wasser";"PW:Palettenwechsel bei DMU200P Ohne Wasser";""
"Einschaltzustand Klemmung B-Achse ";"Einschaltzustand Klemmung B-Achse ";""
"Anwahl Leckagenüberwachung: 0=aus 1=ein";"Anwahl Leckagenüberwachung: 0=aus 1=ein";""
"Kühlmittel: 0=Wasser läuft, 1=Wasser aus";"Kühlmittel: 0=Wasser läuft, 1=Wasser aus";""
"PW: Abwahl Kühlmittel beim Wechsel 0=aus, 1=ein ";"PW: Abwahl Kühlmittel beim Wechsel 0=aus, 1=ein ";""
"Kühlmittelanlage IKZ: Druckstufe 1 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 1 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 2 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 2 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 3 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 3 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 4 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 4 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 5 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 5 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 6 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 6 Überwachung Eingang Rückmeldung Druckstufe ";""
"Kühlmittelanlage IKZ: Druckstufe 7 Überwachung Eingang Rückmeldung Druckstufe ";"Kühlmittelanlage IKZ: Druckstufe 7 Überwachung Eingang Rückmeldung Druckstufe ";""
"Option Komet U-Achse vorhanden";"Option Komet U-Achse vorhanden";""
"Kühlmittelanlage IKZ: Druckstufe 1 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 1 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 2 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 2 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 3 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 3 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 4 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 4 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 5 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 5 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 6 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 6 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Kühlmittelanlage IKZ: Druckstufe 7 Freigabe/Überwachung aktivieren 0=aus, 1=ein";"Kühlmittelanlage IKZ: Druckstufe 7 Freigabe/Überwachung aktivieren 0=aus, 1=ein";""
"Option Zusatzmagazin für lange Werkzeuge";"Option Zusatzmagazin für lange Werkzeuge";""
"Safety: Palettenwechsler Anwahl Sicherheitsventil Hub";"Safety: Palettenwechsler Anwahl Sicherheitsventil Hub";""
"Erweitertes Stillsetzen und Rückziehen";"Erweitertes Stillsetzen und Rückziehen";""
" Bohrerbruchkontrolle am Tellermagazin";" Bohrerbruchkontrolle am Tellermagazin";""
"Sonderkonstruktion Schnittstelle Alt/Neu";"Sonderkonstruktion Schnittstelle Alt/Neu";""
"Ausblenden Magazinplatzkontrolle";"Ausblenden Magazinplatzkontrolle";""
"Oel-Nebelabscheier Fehlerreaktion";"Oel-Nebelabscheier Fehlerreaktion";""
"Maschinensteuertafel über Profibus";"Maschinensteuertafel über Profibus";""
"Breite Maschinensteuertafel Siemens Standard";"Breite Maschinensteuertafel Siemens Standard";""
"Serie DMC60S 0: Serie grosser/gleich 1663 1: Serie kleiner 1663   ";"Serie DMC60S 0: Serie grosser/gleich 1663 1: Serie kleiner 1663   ";""
"altes Konzernbedienpul";"altes Konzernbedienpul";""
"PW: Abwahl Rolltor für Inbetriebnahme 0=aus, 1=ein";"PW: Abwahl Rolltor für Inbetriebnahme 0=aus, 1=ein";""
"Blum: =1:Anwahl Analog-Ausgang 3";"Blum: =1:Anwahl Analog-Ausgang 3";""
"Anwahl T-Funktionsersetzung (DMC60T)";"Anwahl T-Funktionsersetzung (DMC60T)";""
"Anwahl ATC-Zyklus";"Anwahl ATC-Zyklus";""
"0=Mit Leerplatzsuche; 1=den aktuellen Platz beladen";"0=Mit Leerplatzsuche; 1=den aktuellen Platz beladen";""
"DMC60T Kofiguration Türspülung";"DMC60T Kofiguration Türspülung";""
"Nach Abschalten M8 werden die Spritzdüsen für 0,5s ausgeblasen; 0=aus 1=ein";"Nach Abschalten M8 werden die Spritzdüsen für 0,5s ausgeblasen; 0=aus 1=ein";""
"Kühlmittelanlage mit Kühlmitteltemperierung";"Kühlmittelanlage mit Kühlmitteltemperierung";""
"Innere Kühlmittelzufuhr mit Strömungswächter";"Innere Kühlmittelzufuhr mit Strömungswächter";""
"Werkzeugtyp 6 in Greifer 2 übernehmen";"Werkzeugtyp 6 in Greifer 2 übernehmen";""
"Eilgang Overide in Jog auf Null";"Eilgang Overide in Jog auf Null";""
"Not Aus bei PCU nich ein";"Not Aus bei PCU nich ein";""
"Bei neg Flanke Taste Spindel Links/rechts in BA2 -->Spindel Stop";"Bei neg Flanke Taste Spindel Links/rechts in BA2 -->Spindel Stop";""
"Safety SPL Schutz: 0=ein, 1=aus";"Safety SPL Schutz: 0=ein, 1=aus";""
"Safety Z-Achse Richtung Bremsentest";"Safety Z-Achse Richtung Bremsentest";""
"Safety 5. Achse: Anwahl Bremsentest 0=aus 1=ein";"Safety 5. Achse: Anwahl Bremsentest 0=aus 1=ein";""
"1: WZW Klappe drucklos";"1: WZW Klappe drucklos";""
"IB Bremse loesen XYZ";"IB Bremse loesen XYZ";""
"Anwahl Messystem 13.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 13.Achse: 0=indirekt, 1=direkt ";""
"Anwahl Messystem 14.Achse: 0=indirekt, 1=direkt ";"Anwahl Messystem 14.Achse: 0=indirekt, 1=direkt ";""
"Option: Rüstplatz hydraulisch klemmen/lösen";"Option: Rüstplatz hydraulisch klemmen/lösen";""
"Option Spindelkompensation X-Achse";"Option Spindelkompensation X-Achse";""
"Option Spindelkompensation Y-Achse";"Option Spindelkompensation Y-Achse";""
"Option Spindelkompensation Z-Achse";"Option Spindelkompensation Z-Achse";""
"Option Tischkompensation X-Achse";"Option Tischkompensation X-Achse";""
"Option Tischkompensation Y-Achse";"Option Tischkompensation Y-Achse";""
"Option Tischkompensation Z-Achse";"Option Tischkompensation Z-Achse";""
"Anwahl: Drehzahlkompensation 0=aus, 1=ein";"Anwahl: Drehzahlkompensation 0=aus, 1=ein";""
"Anwahl Kühlmittel Sammelbehälter Überlaufpumpe";"Anwahl Kühlmittel Sammelbehälter Überlaufpumpe";""
"Glättung des Temperaturwertes bei Temperaturkompensation ";"Glättung des Temperaturwertes bei Temperaturkompensation ";""
"Vertikalmagazin Schritt TPU in Grundstellung Werkzeug verriegeln gleichzeitig ";"Vertikalmagazin Schritt TPU in Grundstellung Werkzeug verriegeln gleichzeitig ";""
"Werkzeug wird nicht ins Magazin abgelegt (bleibt im Greifer)";"Werkzeug wird nicht ins Magazin abgelegt (bleibt im Greifer)";""
"Vertikalmagazin Schritt TPU in Kegelposition Werkzeug entriegeln gleichzeitig";"Vertikalmagazin Schritt TPU in Kegelposition Werkzeug entriegeln gleichzeitig";""
"Vertikalmagazin: TPU verzögert in Übergabestellung fahren";"Vertikalmagazin: TPU verzögert in Übergabestellung fahren";""
"Vertikalmagazin: Werkzeugspanner bei kleinem Werkzeug vorzeitig öffnen";"Vertikalmagazin: Werkzeugspanner bei kleinem Werkzeug vorzeitig öffnen";""
"Vertikalmagazin: Ausführung SK50/HSK100";"Vertikalmagazin: Ausführung SK50/HSK100";""
"Werkzeugmagazin mit Hebepumpe Kühlschmierstoff";"Werkzeugmagazin mit Hebepumpe Kühlschmierstoff";""
"Überwachung Greifer drehen ausblenden";"Überwachung Greifer drehen ausblenden";""
"ApplicationTuningCycle: EIN";"ApplicationTuningCycle: EIN";""
"QuickSet Kinematik messen&schreiben EIN";"QuickSet Kinematik messen&schreiben EIN";""
"DrehStechZyklus EIN";"DrehStechZyklus EIN";""
"FräsDrehen: Nullpunkt auf Drehmittelpunkt (Tischmitte)";"FräsDrehen: Nullpunkt auf Drehmittelpunkt (Tischmitte)";""
"Dachspülung: 0-bei Spülposition starten 1-bei PW aktiv starten";"Dachspülung: 0-bei Spülposition starten 1-bei PW aktiv starten";""
"Spülpistole: Aktivieren bei Kabine auf";"Spülpistole: Aktivieren bei Kabine auf";""
"1 = PW Hub senken u heben gleichzeitig nach Erreichen der Endlage Drehbewegung ";"1 = PW Hub senken u heben gleichzeitig nach Erreichen der Endlage Drehbewegung ";""
"Spülpistole: Aktivieren bei Rüstplatztür auf	";"Spülpistole: Aktivieren bei Rüstplatztür auf	";""
"Variable Geschwindigkeit PW-Achse aktivieren";"Variable Geschwindigkeit PW-Achse aktivieren";""
"PW-Klemmung beim Absenken klemmen ab: 0 = Hub unten , 1 = Hub mitte";"PW-Klemmung beim Absenken klemmen ab: 0 = Hub unten , 1 = Hub mitte";""
"keine Spülpistole am Rüstplatz";"keine Spülpistole am Rüstplatz";""
"Anwahl für neue Palettenwechsler-Hub-Abfrage";"Anwahl für neue Palettenwechsler-Hub-Abfrage";""
"ABST Magazin: WZ-Einlegekontrolle am Rüstplatz";"ABST Magazin: WZ-Einlegekontrolle am Rüstplatz";""
"Magazinkette: Anwahl Ausgleich Umkehrspiel bei Plusfahrt";"Magazinkette: Anwahl Ausgleich Umkehrspiel bei Plusfahrt";""
"Magazinkette: Anwahl Ausgleich Umkehrspiel bei Minusfahrt";"Magazinkette: Anwahl Ausgleich Umkehrspiel bei Minusfahrt";""
" M0 falls Werkzeug im ERsteinsatz";" M0 falls Werkzeug im ERsteinsatz";""
"0=ohne Funktion, 1=nach M6 und bei offener Tür kein KMTL ";"0=ohne Funktion, 1=nach M6 und bei offener Tür kein KMTL ";""
"KSA: IKZ-Durchflusswächter vorhanden";"KSA: IKZ-Durchflusswächter vorhanden";""
"KSA: Filter für Feinbereich vorhanden";"KSA: Filter für Feinbereich vorhanden";""
"Kuehlmittel (nur M7) wird durch WZW (M6) abgelöscht";"Kuehlmittel (nur M7) wird durch WZW (M6) abgelöscht";""
"KSA: Niveauschalter im Feinstbereich für Pumpensteuerung";"KSA: Niveauschalter im Feinstbereich für Pumpensteuerung";""
"KSA: IKZ-Überwachung-Abschaltphase ausschalten";"KSA: IKZ-Überwachung-Abschaltphase ausschalten";""
"KSA:Doppelumschaltfilter für 40 Bar Pumpe";"KSA:Doppelumschaltfilter für 40 Bar Pumpe";""
"KSA:Doppelumschaltfilter für 80 Bar Pumpe";"KSA:Doppelumschaltfilter für 80 Bar Pumpe";""
"FD: Permanente Druckueberwachung Palettenklemmung Tisch";"FD: Permanente Druckueberwachung Palettenklemmung Tisch";""
"FD: keine Funktion Spannfutter-Schmierung am Ruestplatz";"FD: keine Funktion Spannfutter-Schmierung am Ruestplatz";""
"Fahrbereiche II (Z-Achse): 0=aus, 1=ein";"Fahrbereiche II (Z-Achse): 0=aus, 1=ein";""
"Halb Automatischer Werkzeugwechsel: 0=aus, 1=ein";"Halb Automatischer Werkzeugwechsel: 0=aus, 1=ein";""
"Regal Magazin: Freigabe Mag.-Plaetze 1-7 (MAN)";"Regal Magazin: Freigabe Mag.-Plaetze 1-7 (MAN)";""
"Anwahl Freifahren Wechsler: 0=aus, 1=ein";"Anwahl Freifahren Wechsler: 0=aus, 1=ein";""
"Anwahl externe Verriegelungs-Taste Kabine: 0=aus, 1=ein";"Anwahl externe Verriegelungs-Taste Kabine: 0=aus, 1=ein";""
"Zusatz-Bremse, Überwachung defekt: 0=aus, 1=ein ";"Zusatz-Bremse, Überwachung defekt: 0=aus, 1=ein ";""
"Vorsatz-Spindel: Negation Spindeltasten";"Vorsatz-Spindel: Negation Spindeltasten";""
"Fahrbereiche: 0=aus, 1=ein";"Fahrbereiche: 0=aus, 1=ein";""
"ABST: Rüstplatz mit Kupplung für Spannhydraulik";"ABST: Rüstplatz mit Kupplung für Spannhydraulik";""
"ABST: Maschinenplatz mit Kupplung für Spannhydraulik";"ABST: Maschinenplatz mit Kupplung für Spannhydraulik";""
