"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"E ;BOOL;Anwahl 2. Betriebsart (kein Einrichten)";"E ;BOOL;Anwahl 2. Betriebsart (kein Einrichten)";""
"M     332.2;BOOL;M-EINGANG: Betriebsart Einrichten (wird in FC111 negiert)";"M     332.2;BOOL;M-EINGANG: Betriebsart Einrichten (wird in FC111 negiert)";""
"E ;BOOL;Anwahl 3.Betriebsart";"E ;BOOL;Anwahl 3.Betriebsart";""
"M     339.6;BOOL;M-EINGANG: Anwahl 3.Betriebsart";"M     339.6;BOOL;M-EINGANG: Anwahl 3.Betriebsart";""
"E ;BOOL;Anwahl 4.Betriebsart";"E ;BOOL;Anwahl 4.Betriebsart";""
"M     339.7;BOOL;M-EINGANG: Anwahl 4.Betriebsart";"M     339.7;BOOL;M-EINGANG: Anwahl 4.Betriebsart";""
"E ;BOOL;Status Betriebsart";"E ;BOOL;Status Betriebsart";""
"M     708.0;BOOL;M-EINGANG:Status Betriebsart";"M     708.0;BOOL;M-EINGANG:Status Betriebsart";""
"M     708.1;BOOL;M-EINGANG:Status Betriebsart";"M     708.1;BOOL;M-EINGANG:Status Betriebsart";""
"M     708.2;BOOL;M-EINGANG:Status Betriebsart";"M     708.2;BOOL;M-EINGANG:Status Betriebsart";""
"M     708.3;BOOL;M-EINGANG:Status Betriebsart";"M     708.3;BOOL;M-EINGANG:Status Betriebsart";""
"E ;BOOL;Klemmung geloest NC-Teilapparat";"E ;BOOL;Klemmung geloest NC-Teilapparat";""
"M     282.3;BOOL;M-EINGANG: Klemmung geloest NC-Teilapparat";"M     282.3;BOOL;M-EINGANG: Klemmung geloest NC-Teilapparat";""
"E ;BOOL;Messtaster Batteriewarnung";"E ;BOOL;Messtaster Batteriewarnung";""
"M     333.5;BOOL;M-EINGANG: Messtaster Batteriewarnung";"M     333.5;BOOL;M-EINGANG: Messtaster Batteriewarnung";""
"E ;BOOL;Messtaster Betriebsbereit";"E ;BOOL;Messtaster Betriebsbereit";""
"M     333.6;BOOL;M-EINGANG: Messtaster Betriebsbereit";"M     333.6;BOOL;M-EINGANG: Messtaster Betriebsbereit";""
"E ;BOOL;Nebel- u.Rauchabscheider Ein Schalter";"E ;BOOL;Nebel- u.Rauchabscheider Ein Schalter";""
"M     113.4;BOOL;M-EINGANG: Nebel- u.Rauchabscheider Ein Schalter";"M     113.4;BOOL;M-EINGANG: Nebel- u.Rauchabscheider Ein Schalter";""
"E ;BOOL;Motorschutzschalter Nebel- u.Rauchabscheider";"E ;BOOL;Motorschutzschalter Nebel- u.Rauchabscheider";""
"M     113.5;BOOL;M-EINGANG: Motorschutzschalter Nebel- u.Rauchabscheider";"M     113.5;BOOL;M-EINGANG: Motorschutzschalter Nebel- u.Rauchabscheider";""
"E ;BOOL;Nebel- u.Rauchabscheider betriebsbereit";"E ;BOOL;Nebel- u.Rauchabscheider betriebsbereit";""
"M     113.0;BOOL;M-EINGANG: Nebel- u.Rauchabscheider Ein";"M     113.0;BOOL;M-EINGANG: Nebel- u.Rauchabscheider Ein";""
"E ;BOOL;Druckschalter Spannvorrichtung gespannt";"E ;BOOL;Druckschalter Spannvorrichtung gespannt";""
"M     105.0;BOOL;M-EINGANG: Druckschalter Spannvorrichtung gespannt";"M     105.0;BOOL;M-EINGANG: Druckschalter Spannvorrichtung gespannt";""
"E ;BOOL;Druckschalter Spannvorrichtung geloest";"E ;BOOL;Druckschalter Spannvorrichtung geloest";""
"M    1011.4;BOOL;M-EINGANG: Druckschalter Spannvorrichtung geloest";"M    1011.4;BOOL;M-EINGANG: Druckschalter Spannvorrichtung geloest";""
"E ;BOOL;Ueberwachung Drehzahlbegrenzung";"E ;BOOL;Ueberwachung Drehzahlbegrenzung";""
"M     344.3;BOOL;M-EINGANG: Ueberwachung Drehzahlbegrenzung";"M     344.3;BOOL;M-EINGANG: Ueberwachung Drehzahlbegrenzung";""
"E ;BOOL;Diagnose Sicherung 24V";"E ;BOOL;Diagnose Sicherung 24V";""
"M     999.0;BOOL;M-EINGANG: Diagnose Sicherung 24V";"M     999.0;BOOL;M-EINGANG: Diagnose Sicherung 24V";""
"E ;BOOL;Diagnose Sicherung 230V";"E ;BOOL;Diagnose Sicherung 230V";""
"M     999.1;BOOL;M-EINGANG: Diagnose Sicherung 230V";"M     999.1;BOOL;M-EINGANG: Diagnose Sicherung 230V";""
"E ;BOOL;Freigabe T-H- M-Funktionen";"E ;BOOL;Freigabe T-H- M-Funktionen";""
"M     334.7;BOOL;M-EINGANG: Freigabe T-H- M-Funktionen";"M     334.7;BOOL;M-EINGANG: Freigabe T-H- M-Funktionen";""
"E ;BOOL;Freigabe Achsen Sicherheitsschaltgeraet";"E ;BOOL;Freigabe Achsen Sicherheitsschaltgeraet";""
"M     387.3;BOOL;M-EINGANG: Freigabe Achsen Sicherheitsschaltgeraet";"M     387.3;BOOL;M-EINGANG: Freigabe Achsen Sicherheitsschaltgeraet";""
"E ;BOOL;Spannungsüberwachung Netz";"E ;BOOL;Spannungsüberwachung Netz";""
"M     389.0;BOOL;Spannungsüberwachung Netz";"M     389.0;BOOL;Spannungsüberwachung Netz";""
"E ;BOOL;Stellung Schwenkfraeskopf waagrecht";"E ;BOOL;Stellung Schwenkfraeskopf waagrecht";""
"M     335.0;BOOL;M-EINGANG: Stellung Schwenkfraeskopf waagrecht";"M     335.0;BOOL;M-EINGANG: Stellung Schwenkfraeskopf waagrecht";""
"E ;BOOL;Stellung Schwenkfraeskopf senkrecht";"E ;BOOL;Stellung Schwenkfraeskopf senkrecht";""
"M     335.1;BOOL;M-EINGANG: Stellung Schwenkfraeskopf senkrecht";"M     335.1;BOOL;M-EINGANG: Stellung Schwenkfraeskopf senkrecht";""
"E ;BOOL;Eingang Sternschaltung";"E ;BOOL;Eingang Sternschaltung";""
"M     346.3;BOOL;M-EINGANG: Eingang Sternschaltung";"M     346.3;BOOL;M-EINGANG: Eingang Sternschaltung";""
"E ;BOOL;Eingang Dreieckschaltung";"E ;BOOL;Eingang Dreieckschaltung";""
"M     346.4;BOOL;M-EINGANG: Eingang Dreieckschaltung";"M     346.4;BOOL;M-EINGANG: Eingang Dreieckschaltung";""
"E ;BOOL;Spindel/Vorschub Halt";"E ;BOOL;Spindel/Vorschub Halt";""
"M     332.4;BOOL;M-EINGANG: Spindel/Vorschub Halt";"M     332.4;BOOL;M-EINGANG: Spindel/Vorschub Halt";""
"E ;BOOL;Hauptantrieb 8000 U/min Getriebestellung n<1126 /min";"E ;BOOL;Hauptantrieb 8000 U/min Getriebestellung n<1126 /min";""
"M     333.0;BOOL;M-EINGANG: Hauptantrieb 8000 U/min Getriebestellung n<1126 /min";"M     333.0;BOOL;M-EINGANG: Hauptantrieb 8000 U/min Getriebestellung n<1126 /min";""
"E ;BOOL;Hauptantrieb 8000 U/min Getriebestellung n>11126 /min";"E ;BOOL;Hauptantrieb 8000 U/min Getriebestellung n>11126 /min";""
"M     333.1;BOOL;M-EINGANG: Hauptantrieb 8000 U/min Getriebestellung n>11126 /min";"M     333.1;BOOL;M-EINGANG: Hauptantrieb 8000 U/min Getriebestellung n>11126 /min";""
"E ;BOOL;Ueberwachung Fraesspindel geklemmt";"E ;BOOL;Ueberwachung Fraesspindel geklemmt";""
"M     282.1;BOOL;M-EINGANG: Ueberwachung Fraesspindel geklemmt";"M     282.1;BOOL;M-EINGANG: Ueberwachung Fraesspindel geklemmt";""
"E ;BOOL;Ueberwachung Fraesspindel geloest";"E ;BOOL;Ueberwachung Fraesspindel geloest";""
"M     282.2;BOOL;M-EINGANG: Ueberwachung Fraesspindel geloest";"M     282.2;BOOL;M-EINGANG: Ueberwachung Fraesspindel geloest";""
"E ;BOOL;Schwenkfraeskopf Klemmung geklemmt";"E ;BOOL;Schwenkfraeskopf Klemmung geklemmt";""
"M     335.2;BOOL;M-EINGANG: Schwenkfraeskopf Klemmung geklemmt";"M     335.2;BOOL;M-EINGANG: Schwenkfraeskopf Klemmung geklemmt";""
"E ;BOOL;Schwenkfraeskopf Klemmung geloest";"E ;BOOL;Schwenkfraeskopf Klemmung geloest";""
"M     335.3;BOOL;M-EINGANG: Schwenkfraeskopf Klemmung geloest";"M     335.3;BOOL;M-EINGANG: Schwenkfraeskopf Klemmung geloest";""
"E ;BOOL;Druckueberwachung Blasluft Getriebe Hauptantrieb";"E ;BOOL;Druckueberwachung Blasluft Getriebe Hauptantrieb";""
"M     335.6;BOOL;M-EINGANG: Druckueberwachung Blasluft Getriebe Hauptantrieb";"M     335.6;BOOL;M-EINGANG: Druckueberwachung Blasluft Getriebe Hauptantrieb";""
"E ;BOOL;Druckueberwachung Schmierung Oel-Luftschmierung";"E ;BOOL;Druckueberwachung Schmierung Oel-Luftschmierung";""
"M     335.4;BOOL;M-EINGANG: Druckueberwachung Schmierung Oel-Luftschmierung";"M     335.4;BOOL;M-EINGANG: Druckueberwachung Schmierung Oel-Luftschmierung";""
"E ;BOOL;Fuellstand Schmierstoffpumpe Oel-Luftschmierung";"E ;BOOL;Fuellstand Schmierstoffpumpe Oel-Luftschmierung";""
"M     335.5;BOOL;M-EINGANG: Fuellstand Schmierstoffpumpe Oel-Luftschmierung";"M     335.5;BOOL;M-EINGANG: Fuellstand Schmierstoffpumpe Oel-Luftschmierung";""
"E ;BOOL;Minimalmengenschmierung Fuellstand ok";"E ;BOOL;Minimalmengenschmierung Fuellstand ok";""
"M     361.4;BOOL;M-EINGANG: Minimalmengenschmierung Fuellstand ok";"M     361.4;BOOL;M-EINGANG: Minimalmengenschmierung Fuellstand ok";""
"E ;BOOL;Minimalmengenschmierung Druck ok";"E ;BOOL;Minimalmengenschmierung Druck ok";""
"M      83.0;BOOL;M-EINGANG: Minimalmengenschmierung Druck ok";"M      83.0;BOOL;M-EINGANG: Minimalmengenschmierung Druck ok";""
"E ;BOOL;Werkzeugspanner geloest";"E ;BOOL;Werkzeugspanner geloest";""
"M     338.4;BOOL;M-EINGANG: Werkzeugspanner geloest";"M     338.4;BOOL;M-EINGANG: Werkzeugspanner geloest";""
"E ;BOOL;Werkzeugspanner gespannt";"E ;BOOL;Werkzeugspanner gespannt";""
"M     338.3;BOOL;M-EINGANG: Werkzeugspanner gespannt ohne Werkzeug";"M     338.3;BOOL;M-EINGANG: Werkzeugspanner gespannt ohne Werkzeug";""
"M     338.5;BOOL;M-EINGANG: Werkzeugspanner gespannt";"M     338.5;BOOL;M-EINGANG: Werkzeugspanner gespannt";""
"E ;BOOL;";"E ;BOOL;";""
"M     307.0;BOOL;M-EINGANG: WZ-Spanner gespannt mit Werkzeug";"M     307.0;BOOL;M-EINGANG: WZ-Spanner gespannt mit Werkzeug";""
"E ;BOOL;Spindel Abdeckung geschlossen";"E ;BOOL;Spindel Abdeckung geschlossen";""
"M     459.5;BOOL;M-EINGANG: Spindel Abdeckung geschlossen";"M     459.5;BOOL;M-EINGANG: Spindel Abdeckung geschlossen";""
"EW ;WORD;Temperatursensor 1 Leitungsueberwachung Hauptantrieb";"EW ;WORD;Temperatursensor 1 Leitungsueberwachung Hauptantrieb";""
"MW   1102;WORD;MW-EINGANG: Temperatursensor 1 Leitungsueberwachung Hauptantrieb";"MW   1102;WORD;MW-EINGANG: Temperatursensor 1 Leitungsueberwachung Hauptantrieb";""
"EW ;WORD;Temperatursensor 2 Leitungsueberwachung Hauptantrieb";"EW ;WORD;Temperatursensor 2 Leitungsueberwachung Hauptantrieb";""
"MW   1104;WORD;MW-EINGANG: Temperatursensor 2 Leitungsueberwachung Hauptantrieb";"MW   1104;WORD;MW-EINGANG: Temperatursensor 2 Leitungsueberwachung Hauptantrieb";""
"EW ;WORD;Temperaturüberwachung Spindelstock (55H neue Baureihe)";"EW ;WORD;Temperaturüberwachung Spindelstock (55H neue Baureihe)";""
"    T     ""I_SPI_TEMP""                //MW   1106;WORD;MW-EINGANG: Lager-Temperatursensor PT100 Hauptantrieb";"    T     ""I_SPI_TEMP""                //MW   1106;WORD;MW-EINGANG: Lager-Temperatursensor PT100 Hauptantrieb";""
"E ;BOOL;Temperaturüberwachung Motorspindel (55H neue Baureihe)";"E ;BOOL;Temperaturüberwachung Motorspindel (55H neue Baureihe)";""
"M    2010.0;BOOL;M-EINGANG: Temperaturüberwachung Motorspindel (55H neue Baureihe)";"M    2010.0;BOOL;M-EINGANG: Temperaturüberwachung Motorspindel (55H neue Baureihe)";""
"E ;BOOL;Motorschutzschalter Luefter Waermetauscher Kuehlaggregat";"E ;BOOL;Motorschutzschalter Luefter Waermetauscher Kuehlaggregat";""
"M    1010.5;BOOL;M-EINGANG: Motorschutzschalter Luefter Waermetauscher Kuehlaggregat";"M    1010.5;BOOL;M-EINGANG: Motorschutzschalter Luefter Waermetauscher Kuehlaggregat";""
"E ;BOOL;Kuehlaggregat Stoerung";"E ;BOOL;Kuehlaggregat Stoerung";""
"M     347.0;BOOL;M-EINGANG: Kuehlaggregat Stoerung";"M     347.0;BOOL;M-EINGANG: Kuehlaggregat Stoerung";""
"E ;BOOL;Kühlaggregat Störmeldung Filterverschmutzung";"E ;BOOL;Kühlaggregat Störmeldung Filterverschmutzung";""
"M     347.2;BOOL;M-EINGANG: Kühlaggregat Störmeldung Filterverschmutzung";"M     347.2;BOOL;M-EINGANG: Kühlaggregat Störmeldung Filterverschmutzung";""
"E ;BOOL;Kuehlaggregat Stoerung Fuellstand";"E ;BOOL;Kuehlaggregat Stoerung Fuellstand";""
"M     114.2;BOOL;M-EINGANG: Kuehlaggregat Stoerung Fuellstand";"M     114.2;BOOL;M-EINGANG: Kuehlaggregat Stoerung Fuellstand";""
"E ;BOOL;Kuehlaggregat Stoerung Durchflusswaechter";"E ;BOOL;Kuehlaggregat Stoerung Durchflusswaechter";""
"M     114.3;BOOL;M-EINGANG: Kuehlaggregat Stoerung Durchflusswaechter";"M     114.3;BOOL;M-EINGANG: Kuehlaggregat Stoerung Durchflusswaechter";""
"E ;BOOL;Kühlaggregat Stoerung Temperaturregler";"E ;BOOL;Kühlaggregat Stoerung Temperaturregler";""
"M     114.4;BOOL;M-EINGANG: Kühlaggregat Stoerung Temperaturregler";"M     114.4;BOOL;M-EINGANG: Kühlaggregat Stoerung Temperaturregler";""
"E ;BOOL;Kuehlaggregat Stoerung Niederdruckbegrenzung";"E ;BOOL;Kuehlaggregat Stoerung Niederdruckbegrenzung";""
"M     114.5;BOOL;M-EINGANG: Kuehlaggregat Stoerung Niederdruckbegrenzung";"M     114.5;BOOL;M-EINGANG: Kuehlaggregat Stoerung Niederdruckbegrenzung";""
"E ;BOOL;Kuehlaggregat Stoerung Hochdruckbegrenzung";"E ;BOOL;Kuehlaggregat Stoerung Hochdruckbegrenzung";""
"M     114.6;BOOL;M-EINGANG: Kuehlaggregat Stoerung Hochdruckbegrenzung";"M     114.6;BOOL;M-EINGANG: Kuehlaggregat Stoerung Hochdruckbegrenzung";""
"E ;BOOL;Kuehlaggregat Störmeldung Prioritaet 1";"E ;BOOL;Kuehlaggregat Störmeldung Prioritaet 1";""
"M     327.6;BOOL;M-EINGANG: Kuehlaggregat Störmeldung Prioritaet 1";"M     327.6;BOOL;M-EINGANG: Kuehlaggregat Störmeldung Prioritaet 1";""
"E ;BOOL;Kuehlaggregat Störmeldung Prioritaet 2";"E ;BOOL;Kuehlaggregat Störmeldung Prioritaet 2";""
"M     327.5;BOOL;M-EINGANG: Kuehlaggregat Störmeldung Prioritaet 2";"M     327.5;BOOL;M-EINGANG: Kuehlaggregat Störmeldung Prioritaet 2";""
"E ;BOOL;Kuehlaggregat Warnmeldung (Filterverschmutzung)";"E ;BOOL;Kuehlaggregat Warnmeldung (Filterverschmutzung)";""
"M     327.7;BOOL;M-EINGANG: Kuehlaggregat Warnmeldung";"M     327.7;BOOL;M-EINGANG: Kuehlaggregat Warnmeldung";""
"E ;BOOL;Kuehlaggregat 2 Störmeldung Prioritaet 1";"E ;BOOL;Kuehlaggregat 2 Störmeldung Prioritaet 1";""
"M      58.2;BOOL;M-EINGANG: Kuehlaggregat 2 Störmeldung Prioritaet 1";"M      58.2;BOOL;M-EINGANG: Kuehlaggregat 2 Störmeldung Prioritaet 1";""
"E ;BOOL;Kuehlaggregat 2 Störmeldung Prioritaet 2";"E ;BOOL;Kuehlaggregat 2 Störmeldung Prioritaet 2";""
"M      58.5;BOOL;M-EINGANG: Kuehlaggregat 2 Störmeldung Prioritaet 2";"M      58.5;BOOL;M-EINGANG: Kuehlaggregat 2 Störmeldung Prioritaet 2";""
"E ;BOOL;Kuehlaggregat 2 Warnmeldung";"E ;BOOL;Kuehlaggregat 2 Warnmeldung";""
"M      58.6;BOOL;M-EINGANG: Kuehlaggregat 2 Warnmeldung";"M      58.6;BOOL;M-EINGANG: Kuehlaggregat 2 Warnmeldung";""
"E ;BOOL;Durchflusswaechter Kuehlkreislauf Lager FD-Tisch";"E ;BOOL;Durchflusswaechter Kuehlkreislauf Lager FD-Tisch";""
"M     359.1;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Lager FD-Tisch";"M     359.1;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Lager FD-Tisch";""
"E ;BOOL;Durchflusswaechter Kuehlkreislauf Stator FD-Tisch";"E ;BOOL;Durchflusswaechter Kuehlkreislauf Stator FD-Tisch";""
"M     359.2;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Stator FD-Tisch";"M     359.2;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Stator FD-Tisch";""
"E ;BOOL;Durchflusswaechter Kuehlkreislauf Hauptantrieb";"E ;BOOL;Durchflusswaechter Kuehlkreislauf Hauptantrieb";""
"M     359.0;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Hauptantrieb";"M     359.0;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Hauptantrieb";""
"E ;BOOL;Durchflusswaechter Kuehlkreislauf Vorschubantriebe";"E ;BOOL;Durchflusswaechter Kuehlkreislauf Vorschubantriebe";""
"M     359.3;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Vorschubantriebe";"M     359.3;BOOL;M-EINGANG: Durchflusswaechter Kuehlkreislauf Vorschubantriebe";""
"E ;BOOL;Bereichsschalter Spannhydraulik Ein   /H4-09.4";"E ;BOOL;Bereichsschalter Spannhydraulik Ein   /H4-09.4";""
"M     382.5;BOOL;M-EINGANG: Bereichsschalter Spannhydraulik Ein";"M     382.5;BOOL;M-EINGANG: Bereichsschalter Spannhydraulik Ein";""
"E ;BOOL;Spannhydraulik Ueberwachung Fuellstand   /H4-20.7";"E ;BOOL;Spannhydraulik Ueberwachung Fuellstand   /H4-20.7";""
"M     382.6;BOOL;M-EINGANG: Spannhydraulik Ueberwachung Fuellstand";"M     382.6;BOOL;M-EINGANG: Spannhydraulik Ueberwachung Fuellstand";""
"E ;BOOL;Spannhydraulik Betriebsbereit   /H4-09.2";"E ;BOOL;Spannhydraulik Betriebsbereit   /H4-09.2";""
"M     382.7;BOOL;M-EINGANG: Spannhydraulik Motorschutzschalter ok";"M     382.7;BOOL;M-EINGANG: Spannhydraulik Motorschutzschalter ok";""
"E ;BOOL;Spannhydraulik Spannvorrichtung loesen   /H4-10.5";"E ;BOOL;Spannhydraulik Spannvorrichtung loesen   /H4-10.5";""
"M     383.0;BOOL;M-EINGANG: Fußschalter Spannhydraulik entspannen (lösen)";"M     383.0;BOOL;M-EINGANG: Fußschalter Spannhydraulik entspannen (lösen)";""
"E ;BOOL;Spannhydraulik Spannvorrichtung Spannen   /H4-10.2";"E ;BOOL;Spannhydraulik Spannvorrichtung Spannen   /H4-10.2";""
"M     383.1;BOOL;M-EINGANG: Fußschalter Spannhydraulik spannen";"M     383.1;BOOL;M-EINGANG: Fußschalter Spannhydraulik spannen";""
"E ;BOOL;Spannhydraulik Temperaturueberwachung   /H4-20.6";"E ;BOOL;Spannhydraulik Temperaturueberwachung   /H4-20.6";""
"M     383.2;BOOL;M-EINGANG: Spannhydraulik Temperatur ok";"M     383.2;BOOL;M-EINGANG: Spannhydraulik Temperatur ok";""
"E ;BOOL;Kontrolle Auflage Spannstelle 1 gespannt ok";"E ;BOOL;Kontrolle Auflage Spannstelle 1 gespannt ok";""
"M     354.2;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 1 gespannt ok";"M     354.2;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 1 gespannt ok";""
"E ;BOOL;Kontrolle Auflage Spannstelle 2 gespannt ok";"E ;BOOL;Kontrolle Auflage Spannstelle 2 gespannt ok";""
"M     354.3;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 2 gespannt ok";"M     354.3;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 2 gespannt ok";""
"E ;BOOL;Kontrolle Auflage Spannstelle 3 gespannt ok";"E ;BOOL;Kontrolle Auflage Spannstelle 3 gespannt ok";""
"M     354.4;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 3 gespannt ok";"M     354.4;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 3 gespannt ok";""
"E ;BOOL;Kontrolle Auflage Spannstelle 4 gespannt ok";"E ;BOOL;Kontrolle Auflage Spannstelle 4 gespannt ok";""
"M     354.5;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 4 gespannt ok";"M     354.5;BOOL;M-EINGANG: Kontrolle Auflage Spannstelle 4 gespannt ok";""
"E ;BOOL;Spannhydraulik Anwahl Spannkreis 1   /H4-50.2";"E ;BOOL;Spannhydraulik Anwahl Spannkreis 1   /H4-50.2";""
"M     355.4;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 1";"M     355.4;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 1";""
"E ;BOOL;Spannhydraulik Anwahl Spannkreis 2   /H4-50.5";"E ;BOOL;Spannhydraulik Anwahl Spannkreis 2   /H4-50.5";""
"M     355.5;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 2";"M     355.5;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 2";""
"E ;BOOL;Spannhydraulik Taster Spannstelle 3";"E ;BOOL;Spannhydraulik Taster Spannstelle 3";""
"M     355.6;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 3";"M     355.6;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 3";""
"E ;BOOL;Spannhydraulik Taster Spannstelle 4";"E ;BOOL;Spannhydraulik Taster Spannstelle 4";""
"M     355.7;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 4";"M     355.7;BOOL;M-EINGANG: Spannhydraulik Taster Spannstelle 4";""
"E ;BOOL;Ruestplatz Ventil Drucklos";"E ;BOOL;Ruestplatz Ventil Drucklos";""
"M     387.0;BOOL;M-EINGANG: Ruestplatz Ventil Drucklos";"M     387.0;BOOL;M-EINGANG: Ruestplatz Ventil Drucklos";""
"E ;BOOL;Spannhydraulik Filterverschmutzung Maschinenplatz";"E ;BOOL;Spannhydraulik Filterverschmutzung Maschinenplatz";""
"M     387.2;BOOL;M-EINGANG: Spannhydraulik Filterverschmutzung Maschinenplatz";"M     387.2;BOOL;M-EINGANG: Spannhydraulik Filterverschmutzung Maschinenplatz";""
"E ;BOOL;Spannhydraulik Filterverschmutzung Ruestplatz";"E ;BOOL;Spannhydraulik Filterverschmutzung Ruestplatz";""
"M     387.1;BOOL;M-EINGANG: Spannhydraulik Filterverschmutzung Ruestplatz";"M     387.1;BOOL;M-EINGANG: Spannhydraulik Filterverschmutzung Ruestplatz";""
"E ;BOOL;Wahlschalter Spannhydraulik";"E ;BOOL;Wahlschalter Spannhydraulik";""
"M     360.2;BOOL;M-EINGANG: Wahlschalter Spannhydraulik";"M     360.2;BOOL;M-EINGANG: Wahlschalter Spannhydraulik";""
"E ;BOOL;Freigabe Sicherheitsventil";"E ;BOOL;Freigabe Sicherheitsventil";""
"M     360.3;BOOL;M-EINGANG: Freigabe Sicherheitsventil";"M     360.3;BOOL;M-EINGANG: Freigabe Sicherheitsventil";""
"E ;BOOL;Maschine Entladen";"E ;BOOL;Maschine Entladen";""
"M     389.1;BOOL;M-EINGANG: Maschine Entladen";"M     389.1;BOOL;M-EINGANG: Maschine Entladen";""
"E ;BOOL;Druckueberwachung Schmierung Spannfutter";"E ;BOOL;Druckueberwachung Schmierung Spannfutter";""
"M     389.2;BOOL;M-EINGANG: Druckueberwachung Schmierung Spannfutter";"M     389.2;BOOL;M-EINGANG: Druckueberwachung Schmierung Spannfutter";""
"E ;BOOL;Fuellstand Schmierung Spannfutter";"E ;BOOL;Fuellstand Schmierung Spannfutter";""
"M     389.3;BOOL;M-EINGANG: H4-05.5 Fuellstand Schmierung Spannfutter";"M     389.3;BOOL;M-EINGANG: H4-05.5 Fuellstand Schmierung Spannfutter";""
"EW ;WORD;Spannhydraulik Druckueberwachung Maschine";"EW ;WORD;Spannhydraulik Druckueberwachung Maschine";""
"MW    422;INT;MW-EINGANG: Spannhydraulik Druckueberwachung Maschine";"MW    422;INT;MW-EINGANG: Spannhydraulik Druckueberwachung Maschine";""
"EW ;WORD;Spannhydraulik Druckueberwachung Ruestplatz";"EW ;WORD;Spannhydraulik Druckueberwachung Ruestplatz";""
"MW    424;INT;MW-EINGANG: Spannhydraulik Druckueberwachung Ruestplatz";"MW    424;INT;MW-EINGANG: Spannhydraulik Druckueberwachung Ruestplatz";""
